title,brand,det_features,price_PKR,det_title,image
Gold - Battery Pack (5.2 A) - Eb-Pn920Ufeg,Samsung ,"Good Quality ,Color: Gold,Easy to use,Battery Pack (5.2 A)",5500,Samsung Gold - Battery Pack (5.2 A) - Eb-Pn920Ufeg,https://static.daraz.pk/eU26mP7ykAi7DlDHA9oespLDjtI=/fit-in/220x220/filters:fill(white)/product/64/41666/1.jpg?9947
"Galaxy A7 - 5.7"" - 3GB - 32GB - 16MP - Gold",Samsung ,"Brand Warranty,Memory: 32 GB, 3 GB RAM,Processor: Octa-core 1.9 GHz Cortex-A53,Screen: 5.7 inches (~73.6% screen-to-body ratio),Camera: 16 MP, f/1.9, 27mm, autofocus, LED flash",45999,"Samsung Galaxy A7 - 5.7"" - 3GB - 32GB - 16MP - Gold",https://static.daraz.pk/LJH4-7ocKqs92MR_ZldKQhN_kk8=/fit-in/220x220/filters:fill(white)/product/60/86946/1.jpg?5177
"Galaxy A5 - 5.2"" - 3GB - 32GB - 16MP - Blue",Samsung ,"Brand Warranty,Memory: 32 GB, 3 GB RAM,Processor: Octa-core 1.9 GHz Cortex-A53,Screen: 5.2 inches (~71.5% screen-to-body ratio),Camera: 16 MP, f/1.9, 27mm, autofocus, LED flash, ",36499,"Samsung Galaxy A5 - 5.2"" - 3GB - 32GB - 16MP - Blue",https://static.daraz.pk/Ye9bpWwZvy6omMtozXoo3c3DKMI=/fit-in/220x220/filters:fill(white)/product/01/86946/1.jpg?9997
"Galaxy A5 - 5.2"" - 3GB - 32GB - 16MP - Gold",Samsung ,"Brand Warranty,Memory: 32 GB, 3 GB RAM,Processor: Octa-core 1.9 GHz Cortex-A53,Screen: 5.2 inches (~71.5% screen-to-body ratio),Camera: 16 MP, f/1.9, 27mm, autofocus, LED flash, ",36499,"Samsung Galaxy A5 - 5.2"" - 3GB - 32GB - 16MP - Gold",https://static.daraz.pk/0JBOph23i8yW3xC7mzKQ77KIeFw=/fit-in/220x220/filters:fill(white)/product/11/86946/1.jpg?5094
Fast Wireless Charger - Black,Samsung ,"Micro USB - Qi Inductive Wireless Charging,Compatibility: Galaxy S7, Galaxy S7 EDGE, Note 5, Note 7, Galaxy S6, and Galaxy S6 Edge,Power Input: 5V,Power Output: 5V,Fast wireless charging",4599,Samsung Fast Wireless Charger - Black,https://static.daraz.pk/Hsgwekcqssdtpk_iQxb0VGoIGyk=/fit-in/220x220/filters:fill(white)/product/73/95366/1.jpg?9343
"Galaxy J1 J120F - 4.5"" - 8GB - 1GB RAM - 5MP Camera - White",Samsung ,"Brand Warranty,Screen Size & Type: 4.5"" TFT capacitive touchscreen, 16M colors,Storage + Memory Support: 8GB HDD, microSD up to 128GB,Camera (Back + Front): 5MP (back) + 2MP (front),Processor + RAM:Quad-core 1.3 GHz Cortex-A7 , 1GB RAM,Operating System: Android OS, v5.1.1 (Lollipop)",13999,"Samsung Galaxy J1 J120F - 4.5"" - 8GB - 1GB RAM - 5MP Camera - White",https://static.daraz.pk/D3WZ9znq3eKpnoM_vaVJjNdgIOI=/fit-in/220x220/filters:fill(white)/product/83/27176/1.jpg?5229
"Galaxy J5 Prime - 5.0"" - 2 GB - 16 GB - 13 MP - Gold",Samsung ,"Brand Warranty,Processor Quad Core 1.4 GHz,Ram 2 GB HDD 16 GB ,Display 5.0"",Battery 2400 mAh,Camera 13 MP ",22999,"Samsung Galaxy J5 Prime - 5.0"" - 2 GB - 16 GB - 13 MP - Gold",https://static.daraz.pk/jY7QNglITF96D8eFG8UEnVYGBV0=/fit-in/220x220/filters:fill(white)/product/30/04276/1.jpg?5120
"Galaxy Grand Prime Plus - 5.0"" - 8GB - 1.5GB RAM - 8MP Camera - Black",Samsung ,"Brand Warranty,Screen: 5.0"" ,Camera: 8MP ,Storage: 8GB - 1.5GB RAM",14295,"Samsung Galaxy Grand Prime Plus - 5.0"" - 8GB - 1.5GB RAM - 8MP Camera - Black",https://static.daraz.pk/eHnoHhvF9_Fu9iQdCKTC3P0xsJc=/fit-in/220x220/filters:fill(white)/product/80/85466/1.jpg?4052
"Galaxy A5 - 5.2"" - 3GB - 32GB - 16MP - Black",Samsung ,"Brand Warranty,Memory: 32 GB, 3 GB RAM,Processor: Octa-core 1.9 GHz Cortex-A53,Screen: 5.2 inches (~71.5% screen-to-body ratio),Camera: 16 MP, f/1.9, 27mm, autofocus, LED flash, ",36499,"Samsung Galaxy A5 - 5.2"" - 3GB - 32GB - 16MP - Black",https://static.daraz.pk/VScyaqgB6TaQP3LXr0J11yLICE8=/fit-in/220x220/filters:fill(white)/product/51/86946/1.jpg?0117
"SM-G530H - Grand Prime - 5.0"" - 8GB - 1 GB RAM - 8 MP - 3G - White",Samsung ,"Screen: 5.0 inches (~66.0% screen-to-body ratio),Memory: 8 GB, Card slot - microSD, up to 64 GB,Camera: 8 MP, 3264 x 2448 pixels, autofocus, LED flash,Processor: Quad-core 1.2 GHz Cortex-A53, 1 GB RAM,OS - Android OS, v4.4.4 (KitKat),SIM - Optional Dual SIM (Micro-SIM, dual stand-by)",16500,"Samsung SM-G530H - Grand Prime - 5.0"" - 8GB - 1 GB RAM - 8 MP - 3G - White",https://static.daraz.pk/N9481dAoaIewmGAMb8rneSgEIkQ=/fit-in/220x220/filters:fill(white)/product/25/13245/1.jpg?6340
"Galaxy A3 - 4.7"" - 2GB - 16GB - 13MP - Black",Samsung ,"Brand Warranty,Memory: 16 GB, 2 GB RAM,Processor: Octa-core 1.6 GHz Cortex-A53,Screen: 4.7 inches (~67.9% screen-to-body ratio),Camera: 13 MP, f/1.9, autofocus, LED flash, ",30699,"Samsung Galaxy A3 - 4.7"" - 2GB - 16GB - 13MP - Black",https://static.daraz.pk/FEcKyWwDfgTShAFBXNFmz3yUHEE=/fit-in/220x220/filters:fill(white)/product/46/76946/1.jpg?5157
"Galaxy S7 Edge - 5.5"" - 32GB - 4GB RAM - 12MP - Gold Platinum - 4G LTE",Samsung ,"Brand Warranty,Screen Size & Type: 5.5 inches, Super AMOLED capacitive touchscreen, 16M colors,Memory: 32 GB, 4GB,Processor: Dual-core 2.15 GHz Kryo & dual-core 1.6 GHz Kryo, Quad-core 2.6 GHz Mongoose + quad-core 1.6 GHz Cortex-A53,Camera (Back + Front): 	12 MP, f/1.7, 26mm, phase detection autofocus, OIS, LED flash, Front - 5 Megapixel,Operating System: Android OS, v6.0 (Marshmallow)",65000,"Samsung Galaxy S7 Edge - 5.5"" - 32GB - 4GB RAM - 12MP - Gold Platinum - 4G LTE",https://static.daraz.pk/FjX9fJUjmNa5zzr7R0IvUqhUKZU=/fit-in/220x220/filters:fill(white)/product/59/90136/1.jpg?0200
"Galaxy J2 - 4.7"" - 8GB - 1GB RAM - 5 MP - White",Samsung ,"Brand Warranty,Screen Size & Type: 4.7 inches, 540 x 960 pixels, Super AMOLED Multitouch screen,Storage + Memory Card Support: 8GB built-in, microSD card (supports up to 128GB) ,Processor + RAM: 1.3 GHz Quad Core, 1GB RAM,Camera: Back Camera 5 MP, 2592 x 1944 pixels, autofocus, LED flash, Front Camera 2 MP  ,Operating System: Android OS, v5.1.1 (Lollipop)",16500,"Samsung Galaxy J2 - 4.7"" - 8GB - 1GB RAM - 5 MP - White",https://static.daraz.pk/Ucp4iLc7U2zTey2KvfiftwFCjOE=/fit-in/220x220/filters:fill(white)/product/67/22806/1.jpg?5185
Fast Charger With Usb Cable For Galaxy S7/S7 Edge - White,Samsung ,"Travel Adapter fast charging,Quality and Fast Charging Guaranteed  ,Compact design,Easy to store and carry around with you,Compatible With Galaxy S7 / S7 Edge / S7 Edge+ ",845,Samsung Fast Charger With Usb Cable For Galaxy S7/S7 Edge - White,https://static.daraz.pk/NXjLHzbKiiHAR5fKs947dVP11l8=/fit-in/220x220/filters:fill(white)/product/69/23576/1.jpg?0925
Fast Charger With Usb Cable For Galaxy S8/S8 Plus - White,Samsung ,"Travel Adapter fast charging,Quality and Fast Charging Guaranteed  ,Compact design,Easy to store and carry around with you,Compatible With Galaxy S8 / S8 Plus",855,Samsung Fast Charger With Usb Cable For Galaxy S8/S8 Plus - White,https://static.daraz.pk/vkszxw4_846x97iANilUWORFjpc=/fit-in/220x220/filters:fill(white)/product/61/33576/1.jpg?1236
Fast Charger With Usb Cable For Galaxy S6/S6 Edge/S6 Edge Plus - White,Samsung ,"Travel Adapter fast charging,Quality and Fast Charging Guaranteed  ,Compact design,Easy to store and carry around with you,Compatible With Galaxy S6 / S6 Edge / S6 Edge+ ",795,Samsung Fast Charger With Usb Cable For Galaxy S6/S6 Edge/S6 Edge Plus - White,https://static.daraz.pk/11_Q9PJQiokKBd7WrSalevp8EWc=/fit-in/220x220/filters:fill(white)/product/42/33576/1.jpg?1312
"Galaxy J700H - 5.5"" - 16GB - 1.5GB RAM - 13MP - White",Samsung ,"Brand Warranty,Screen Size & Type: 5.5” TFT capacitive touchscreen, 16M colors,Storage + Memory Card Support: 16 GB Storage,Micro SD up to 128 GB,Camera (Front + Back): 13 MP, 4128 х 3096 pixels, autofocus, LED flash, Front – 5 MP,Processor + RAM: 1.4 GHz Quad-core Cortex-A53, 1.5 GB RAM,Operating System: Android OS, v5.1 Lollipop",20999,"Samsung Galaxy J700H - 5.5"" - 16GB - 1.5GB RAM - 13MP - White",https://static.daraz.pk/RhJ94QdxbyE1hanox059IQyrXR4=/fit-in/220x220/filters:fill(white)/product/91/18836/1.jpg?8507
Fast Charger With Usb Cable For Galaxy Note 5/Note 4 - White,Samsung ,"Travel Adapter fast charging,Quality and Fast Charging Guaranteed  ,Compact design,Easy to store and carry around with you,Compatible With Galaxy Note 5 / Note 4",795,Samsung Fast Charger With Usb Cable For Galaxy Note 5/Note 4 - White,https://static.daraz.pk/xLuiKxtp2NoUPiOoag8HeA5yrdY=/fit-in/220x220/filters:fill(white)/product/12/33576/1.jpg?1281
16GB - Micro SD Memory Card Memory Card - Orange,Samsung ,"Brand : Samsung,Capacity : 16gb,Original",899,Samsung 16GB - Micro SD Memory Card Memory Card - Orange,https://static.daraz.pk/Mb_8Pe0O5SAf89v6NR81JpgOHbc=/fit-in/220x220/filters:fill(white)/product/07/64576/1.jpg?1296
Grand Prime Plus Back Replacement Cover - Golden,Samsung ,"Compatible with Samsung Galaxy Grand-Prime ,Protects your phone from any damage ,Material: Plastic ,Durable",299,Samsung Grand Prime Plus Back Replacement Cover - Golden,https://static.daraz.pk/nhm8iDUEnCLeAzVdIfc_spUjV7c=/fit-in/220x220/filters:fill(white)/product/47/64576/1.jpg?1513
Battery for Samsung Galaxy S3,Samsung ,"Cell Made in Korea - Assembled in China ,2100mAh Li-ion Standard Battery Pack ,Compatible With Galaxy S3 i9300 & i9300i",1195,Samsung Battery for Samsung Galaxy S3,https://static.daraz.pk/v59Mh08AUJMFL-0hppqJP7QUO-8=/fit-in/220x220/filters:fill(white)/product/78/28276/1.jpg?4681
Galaxy Note 3 Genuine Fast Charger With Cable - White,Samsung ,"Samsung Genuine Charger for Galaxy Note 3 - With Cable,Super Fast Charging - 100 Percent Charging within 100 Minutes,Compatible to use with All Smartphones,Color: White,Durable",1111,Samsung Galaxy Note 3 Genuine Fast Charger With Cable - White,https://static.daraz.pk/3tOxD2UHJvA1NuBT1dkdVm1vuqs=/fit-in/220x220/filters:fill(white)/product/41/50376/1.jpg?1889
Glass Screen Protector For S7 Edge - Gold,Samsung ,"Premium Quality,Full Thickness of 0.2MM,USA Corelle Gorilla Glass,Compatible with Samsung S7 Edge",1300,Samsung Glass Screen Protector For S7 Edge - Gold,https://static.daraz.pk/69pXXgVfh0FvOiCN1xsAgHWX4xQ=/fit-in/220x220/filters:fill(white)/product/31/89276/1.jpg?5704
Samsung Fast Charger Travel Adapter with USB Data Cable for Samsung & Extra Copper Cable,Samsung ,,799,Samsung Samsung Fast Charger Travel Adapter with USB Data Cable for Samsung & Extra Copper Cable,https://static.daraz.pk/JcUO9CK0RFWXHm8ExmKkeNpBmaA=/fit-in/220x220/filters:fill(white)/product/59/51376/1.jpg?3571
2Pin Fast Charger With Cable For Samsung - Black,Samsung ,"Adapter for Samsung 2 amp Fast Charging,Ultra Fast Charging,Color: White,Good Quality ,Universal Android ,Unrivaled Durability",975,Samsung 2Pin Fast Charger With Cable For Samsung - Black,https://static.daraz.pk/hUUFrWwYC7rq2N5VcrqOMoBP-kQ=/fit-in/220x220/filters:fill(white)/product/22/71376/1.jpg?2379
S8 Edge Plus Screen Protector - Black,Samsung ,"3D Curved,Full Thickness of 0.2MM,USA Corelle Gorilla Glass,Compatible with Samsung S8 Edge +,FC & CE Certified",1800,Samsung S8 Edge Plus Screen Protector - Black,https://static.daraz.pk/pV1DcI51CPv14479djF_JwnsyX0=/fit-in/220x220/filters:fill(white)/product/61/89276/1.jpg?5894
"J7 Prime - 5.5"" - 16GB  - 3GB RAM - 13MP - Gold",Samsung ,,27999,"Samsung J7 Prime - 5.5"" - 16GB  - 3GB RAM - 13MP - Gold",https://static.daraz.pk/x8eHB9k9CNdnsIcaF3-GC8YnoLc=/fit-in/220x220/filters:fill(white)/product/70/32376/1.jpg?3219
Bluetooth Stereo Earphones - Level U - Gold,Samsung ,"Enjoy stereo music from the Phone/Computer/iPad,Answer/Reject Calls,Good quality sound effects,Easy to use ,Remote control music & playback status,High sensitivity",4500,Samsung Bluetooth Stereo Earphones - Level U - Gold,https://static.daraz.pk/LZAuBC5aQsaMKsgUhnQpNLzi03Y=/fit-in/220x220/filters:fill(white)/product/01/89276/1.jpg?5493
Galaxy Note 4 Genuine Fast Charger with Cable - White,Samsung ,"Input: 100-240V  50-60Hz  0.35A,Output:  5.0V  2.0A,Compatible with Samsung Galaxy Note 4",1122,Samsung Galaxy Note 4 Genuine Fast Charger with Cable - White,https://static.daraz.pk/7Jtm60ByM5dmMVLbS7cVvYF7GJs=/fit-in/220x220/filters:fill(white)/product/22/50376/1.jpg?1945
"Pack of 3 -  Charger, Handsfree & Data Cable - White",Samsung ,"Original Charger,Original Handsfree,Original Data Cable",1199,"Samsung Pack of 3 -  Charger, Handsfree & Data Cable - White",https://static.daraz.pk/Zo37L1xm7D7fhqAumRneeFxylk8=/fit-in/220x220/filters:fill(white)/product/69/41376/1.jpg?0913
Rapid Car Charger for Samsung - White,Samsung ,"Keep your Samsung device's battery life strong,For Galaxy S7, S7 Edge, Note 4, Note 5, Note Edge, S6 and S6 Edge.,Car adapter to connect and charge your compatible Samsung device",999,Samsung Rapid Car Charger for Samsung - White,https://static.daraz.pk/ZUQk73CN9CHruvC7NFGwkrqFMgE=/fit-in/220x220/filters:fill(white)/product/03/50376/1.jpg?2003
Samsung 32GB Memory Card - Orange,Samsung ,"Brand : Samsung,Capacity : 32gb,Easy to use",1499,Samsung Samsung 32GB Memory Card - Orange,https://static.daraz.pk/7vx52g7HG8SA7eT_vZ2TXgexoTg=/fit-in/220x220/filters:fill(white)/product/05/02376/1.jpg?0163
Fast Charger With Usb Cable For Galaxy C5/C7- White,Samsung ,"Travel Adapter fast charging,Quality and Fast Charging Guaranteed  ,Compact design,Easy to store and carry around with you,Compatible With Galaxy C5 / C7",795,Samsung Fast Charger With Usb Cable For Galaxy C5/C7- White,https://static.daraz.pk/wa8q5-v1Gk2PkowTRQujnbBWYx4=/fit-in/220x220/filters:fill(white)/product/62/33576/1.jpg?1338
Fast Charging Travel Adapter - White,Samsung ,"Color: White,Input: 100-240 V,Output: 9V / 1.67 A or 5V / 2A,Adaptive fast charger,Compatible with Samsung Phones",500,Samsung Fast Charging Travel Adapter - White,https://static.daraz.pk/ovFgbqrlYnvQ8IqjctZSv0PZL6w=/fit-in/220x220/filters:fill(white)/product/96/02376/1.jpg?1487
"Samsung J7 Prime - 4G - 3 GB RAM - 16GB - 5.5"" - 13 MP - Black",Samsung ,"Brand Warranty,Display 5.5"" capacitive touchscreen,Resolution 1080 x 1920 pixels (~401 ppi pixel density),Android OS, v6.0.1 (Marshmallow),CPU Octa-core 1.6 GHz Cortex-A53,Memory: Card slot microSD, up to 256 GB (dedicated slot)",27840,"Samsung Samsung J7 Prime - 4G - 3 GB RAM - 16GB - 5.5"" - 13 MP - Black",https://static.daraz.pk/pQm3PwYImP3L5LLCvm-5Co35dIQ=/fit-in/220x220/filters:fill(white)/product/23/38376/1.jpg?9016
TJ - Wireless Charger For Galaxy Note 5 & S6 Edge Plus - Black,Samsung ,"Micro USB - Qi Inductive Wireless Charging,Compatibility with Galaxy Note 5, S6 Edge Plus, S6 And Galaxy S6 Edge,Officially Imported From Samsung U.K.,Weight: 87.5g,Voltage: Input 5V, Output 5V,Diameter:  97.0 mm, Thickness: 16.8 mm",3399,Samsung TJ - Wireless Charger For Galaxy Note 5 & S6 Edge Plus - Black,https://static.daraz.pk/UJKHMt3UzV1rzupSG04wjWt62wY=/fit-in/220x220/filters:fill(white)/product/92/35376/1.jpg?4134
"Galaxy J5 Pro - 5.2"" - 2GB - 16GB - 13MP - LTE - Black",Samsung ,"Screen Size: 5.2 inches (~71.5% screen-to-body ratio),Memory: 16 GB, 2 GB RAM Pro edition,Camera (Back + Front): 13 MP, f/1.7 Back + 13 MP Front,OS: Android v7.1 Nougat  ,Processor: Octa-core 1.6 GHz Cortex-A53,Dual Sim",29999,"Samsung Galaxy J5 Pro - 5.2"" - 2GB - 16GB - 13MP - LTE - Black",https://static.daraz.pk/F2Ph7rdyRjTlzTV9R7x2FhVrQwE=/fit-in/220x220/filters:fill(white)/product/28/79376/1.jpg?9352
"Galaxy J5 Pro - 5.2"" - 2GB - 16GB - 13MP - LTE - Blue Silver",Samsung ,,29999,"Samsung Galaxy J5 Pro - 5.2"" - 2GB - 16GB - 13MP - LTE - Blue Silver",https://static.daraz.pk/J2Kt2x4ZwIbM_-9p6Of_DtYcFho=/fit-in/220x220/filters:fill(white)/product/48/79376/1.jpg?9374
Galaxy Note 5 - SM-N920 - 32GB - Gold Platinum,Samsung ,"Brand Warranty,Screen Size & Type: 5.7 inches, Super AMOLED capacitive touchscreen, 16M colors,Storage + Memory Card Support: 32 GB, No Card slot,Processor + RAM: Quad-core 1.5 GHz Cortex-A53 & Quad-core 2.1 GHz Cortex-A57, 4 GB RAM,Camera (Back + Front): 16 MP, 5312 x 2988 pixels, optical image stabilization, autofocus, LED flash, Front - 5 MP,Operating System: Android OS, v5.1.1 (Lollipop)",44499,Samsung Galaxy Note 5 - SM-N920 - 32GB - Gold Platinum,https://static.daraz.pk/_oxuo4zyDoYd3jzZ6an-IUaaVBk=/fit-in/220x220/filters:fill(white)/product/29/44476/1.jpg?9090
"Galaxy J7 Pro - 5.5"" - 3GB - 64GB - 13MP - LTE - Black",Samsung ,"Memory: 64 GB, 3 GB RAM,Processor: Octa-core 1.6 GHz Cortex-A53,Screen: 5.5 inches (~73.3% screen-to-body ratio),Camera: 13 MP, f/1.7, autofocus, LED flash",34899,"Samsung Galaxy J7 Pro - 5.5"" - 3GB - 64GB - 13MP - LTE - Black",https://static.daraz.pk/IIqSY-EVeNtKQvJJPSPaqnBRO1w=/fit-in/220x220/filters:fill(white)/product/01/22476/1.jpg?5435
"Galaxy A3 - 4.7"" - 2GB - 16GB - 13MP - Gold",Samsung ,"Brand Warranty,Memory: 16 GB, 2 GB RAM,Processor: Octa-core 1.6 GHz Cortex-A53,Screen: 4.7 inches (~67.9% screen-to-body ratio),Camera: 13 MP, f/1.9, autofocus, LED flash, ",30699,"Samsung Galaxy A3 - 4.7"" - 2GB - 16GB - 13MP - Gold",https://static.daraz.pk/RNTaqGNOQloHgKZDMaYN0SCdl1g=/fit-in/220x220/filters:fill(white)/product/76/76946/1.jpg?5210
G360G - Galaxy Core Prime - 8GB  - White,Samsung ,"Memory: 8 GB, 1 GB RAM,Processor: Quad-core 1.2 GHz Cortex-A53,Screen: 4.5 inches (~64.9% screen-to-body ratio),Camera: 5 MP, 2592 х 1944 pixels, autofocus, LED flash, ",13500,Samsung G360G - Galaxy Core Prime - 8GB  - White,https://static.daraz.pk/sseQYQJfFIh85O1XbDqeezIsm6o=/fit-in/220x220/filters:fill(white)/product/81/13245/1.jpg?9624
Galaxy E7 (Dual Sim) E700H - 16GB - White,Samsung ,"Memory: 16 GB, 2 GB RAM,Processor: Quad-core 1.2 GHz Cortex-A53,Screen: 5.5 inches (~71.4% screen-to-body ratio),Camera: 13 MP, 4128 x 3096 pixels, autofocus, LED flash, ",25000,Samsung Galaxy E7 (Dual Sim) E700H - 16GB - White,https://static.daraz.pk/-JDg0bTIP-o1RUd0KXA5YOfhsTY=/fit-in/220x220/filters:fill(white)/product/65/13245/1.jpg?6928
J710F - Galaxy J7 - 16GB - Black With Free 16 GB Memory Card,Samsung ,"Brand Warranty,Screen Size & Type : 5.5 inches Super AMOLED capacitive touchscreen, 16M colors,Storage + Memory Card Storage: 16 GB, microSD, up to 128 GB,Processor + RAM: Octa-core 1.6 GHz Cortex-A53 ; 2GB RAM,Camera (Back + Front): 13 MP Primary Camera ; 5 MP Secondary Camera,Operating System:Android v6 (Marshmallow) OS",33000,Samsung J710F - Galaxy J7 - 16GB - Black With Free 16 GB Memory Card,https://static.daraz.pk/Rjtnv9VaMWliBN8NCCpY5lVfHLc=/fit-in/220x220/filters:fill(white)/product/10/33436/1.jpg?5088
J710F - Galaxy J7 - 16GB - White with Free 16 GB Memory Card,Samsung ,"Brand Warranty,Screen Size & Type : 5.5 inches Super AMOLED capacitive touchscreen, 16M colors,Storage + Memory Card Storage: 16 GB, microSD, up to 128 GB,Processor + RAM: Octa-core 1.6 GHz Cortex-A53 ; 2GB RAM,Camera (Back + Front): 13 MP Primary Camera ; 5 MP Secondary Camera,Operating System:Android v6 (Marshmallow) OS",33000,Samsung J710F - Galaxy J7 - 16GB - White with Free 16 GB Memory Card,https://static.daraz.pk/j1Q68atcoIbzszAhhpU4arSCZw0=/fit-in/220x220/filters:fill(white)/product/00/33436/1.jpg?5074
J120F - Galaxy J1 - 8GB - With Free Kingston 16 GB Micro SD Card - White,Samsung ,"Brand Warranty,Screen Size & Type: 4.5"" TFT capacitive touchscreen, 16M colors,Storage + Memory Support: 8GB HDD, microSD up to 128GB,Camera (Rear + Front): 5MP (rear) + 2MP (front),Processor + RAM:Quad-core 1.3 GHz Cortex-A7 , 1GB RAM,Operating System: Android OS, v5.1.1 (Lollipop)",15000,Samsung J120F - Galaxy J1 - 8GB - With Free Kingston 16 GB Micro SD Card - White,https://static.daraz.pk/IhRMN7oVbGyEeZWOdySFuUUb3AE=/fit-in/220x220/filters:fill(white)/product/61/33436/1.jpg?5179
J510F - Galaxy J5 - 16GB - With Free 16 GB Memory Card - White,Samsung ,"Brand Warranty,Screen Size & Type: 5.2 inches Super AMOLED capacitive touchscreen, 16M colors,Storage + Memory Card Storage: 16 GB, microSD, up to 128 GB,Processor + RAM: 1.2 GHz Qualcomm MSM8916 Quad Core Processor ; 2GB RAM,Camera (Back + Front): 13 MP Primary Camera ; 5 MP Secondary Camera,16 GB Card ",31000,Samsung J510F - Galaxy J5 - 16GB - With Free 16 GB Memory Card - White,https://static.daraz.pk/RPTXBtXExMTZkleM9mHar19v1D8=/fit-in/220x220/filters:fill(white)/product/50/33436/1.jpg?5165
Galaxy J5 Prime - 16 GB - Black,Samsung ,"Processor Quad core 1.4 GHz ,Ram 2 GB,HDD 16 GB,Display 5.0"",Battery 2400 mAh,Camera 13 MP",29400,Samsung Galaxy J5 Prime - 16 GB - Black,https://static.daraz.pk/KxUkAC_VLqvbDeVQBL3Lwjouapk=/fit-in/220x220/filters:fill(white)/product/78/78046/1.jpg?5215
J510F - Galaxy J5 - 16GB - With Free 16 GB Memory Card - Gold,Samsung ,"Brand Warranty,Screen Size & Type: 5.2 inches Super AMOLED capacitive touchscreen, 16M colors,Storage + Memory Card Storage: 16 GB, microSD, up to 128 GB,Processor + RAM: 1.2 GHz Qualcomm MSM8916 Quad Core Processor ; 2GB RAM,Camera (Back + Front): 13 MP Primary Camera ; 5 MP Secondary Camera,16 GB Card ",29800,Samsung J510F - Galaxy J5 - 16GB - With Free 16 GB Memory Card - Gold,https://static.daraz.pk/He1a3X3KtSmTjB9btFOA7V-1LPU=/fit-in/220x220/filters:fill(white)/product/70/33436/1.jpg?5193
Galaxy J1 Mini Prime - 8GB - Gold,Samsung ,"Memory: 8 GB, 1 GB RAM,Processor: Quad-core 1.5 GHz - J106F/DSQuad-core 1.2 GHz - J106B/DS, J106H/DS,Screen: 4.0 inches (~59.4% screen-to-body ratio),Camera: 5 MP, f/2.2, LED flash",9569,Samsung Galaxy J1 Mini Prime - 8GB - Gold,https://static.daraz.pk/3XnXgjBK00MC5IUAMqSr5VWxgD4=/fit-in/220x220/filters:fill(white)/product/73/71056/1.jpg?5208
J710F - Galaxy J7 - 16GB - Gold With Free 16 GB Memory Card,Samsung ,"Brand Warranty,Screen Size & Type : 5.5 inches Super AMOLED capacitive touchscreen, 16M colors,Storage + Memory Card Storage: 16 GB, microSD, up to 128 GB,Processor + RAM: Octa-core 1.6 GHz Cortex-A53 ; 2GB RAM,Camera (Back + Front): 13 MP Primary Camera ; 5 MP Secondary Camera,Operating System:Android v6 (Marshmallow) OS",33000,Samsung J710F - Galaxy J7 - 16GB - Gold With Free 16 GB Memory Card,https://static.daraz.pk/apxTo1gm7CsI02Mk1LMfGGy_FIk=/fit-in/220x220/filters:fill(white)/product/20/33436/1.jpg?5104
Y6 Earphones - White,Samsung ,"Superb sound quality With mic,Crystal clear phone calls sound,Durable,Compaitable with other Smartphones,Lightweight,High quality product",299,Samsung Y6 Earphones - White,https://static.daraz.pk/cctlS_pdWVtDC1xlYuFHtgz6aaU=/fit-in/220x220/filters:fill(white)/product/72/21476/1.jpg?4112
Galaxy J1 Mini Prime - 8GB - Black,Samsung ,"Memory: 8 GB, 1 GB RAM,Processor: Quad-core 1.5 GHz - J106F/DSQuad-core 1.2 GHz - J106B/DS, J106H/DS,Screen: 4.0 inches (~59.4% screen-to-body ratio),Camera: 5 MP, f/2.2, LED flash",9569,Samsung Galaxy J1 Mini Prime - 8GB - Black,https://static.daraz.pk/KgJU8yDIWbIUhKBU-ELJQlE21YQ=/fit-in/220x220/filters:fill(white)/product/75/71056/1.jpg?5209
J320F - Galaxy J3 - 8GB - With Free Kingston 16 GB Micro SD Card - White,Samsung ,"Brand Warranty,Screen Size & Type: 5.0 inches (~68.2% screen-to-body ratio),Storage + Memory Card Support: 8GB ROM Card slot upto Micro SD 128Gb Support,Processor + RAM: 1.5 GHz Quad Core, 1.5GB RAM,Camera (Back + Front): 8 MP, f/2.2, autofocus, LED flash; 5 MP, autofocus,Operating System: Android OS, v5.1.1 (Lollipop) ",23000,Samsung J320F - Galaxy J3 - 8GB - With Free Kingston 16 GB Micro SD Card - White,https://static.daraz.pk/m5S5SHasKULdc9GEeGpobK2dZfE=/fit-in/220x220/filters:fill(white)/product/72/33436/1.jpg?5204
"Fast Charger With USB Cable Travel Adapter for S8, S8 Plus - White",Samsung ,"For Samsung S8 & S8 Plus,Fast charging technology ,Charges 0 to 60% in about 40 minutes,Charge other Micro USB devices at up to a 2A speed,Sync and transfer files via micro USB data cable  ",1009,"Samsung Fast Charger With USB Cable Travel Adapter for S8, S8 Plus - White",https://static.daraz.pk/6MUCghrokD5Lm_ZhAzPOQ6G_940=/fit-in/220x220/filters:fill(white)/product/55/61666/1.jpg?2621
Galaxy J1 Mini Prime - 8GB - White,Samsung ,"Memory: 8 GB, 1 GB RAM,Processor: Quad-core 1.5 GHz - J106F/DSQuad-core 1.2 GHz - J106B/DS, J106H/DS,Screen: 4.0 inches (~59.4% screen-to-body ratio),Camera: 5 MP, f/2.2, LED flash",9569,Samsung Galaxy J1 Mini Prime - 8GB - White,https://static.daraz.pk/S3SFAWqurvXSWq-FtwVY2qBKCZE=/fit-in/220x220/filters:fill(white)/product/85/91056/1.jpg?5235
