det_title,det_features
"Samsung Galaxy T560 Tab E - 9.6"" - 1.5GB - 8GB - Pearl White - Wifi Only","<li>Only Wifi Tablet (No Sim Supported)</li>,<li>Type	TFT capacitive touchscreen, 16M colors</li>,<li>Size	9.6 inches (~73.9% screen-to-body ratio)</li>,<li>OS	Android 5.1 (Lollipop)</li>,<li>CPU	Quad-core 1.3 GHz</li>,<li>Internal	8/16 GB, 1.5 GB RAM</li>"
